date,AQI,PM25,PM10,NO,NO2,O3,CO,SO2,NH3
2024-09-19,2.9166666666666665,21.24416666666667,28.559166666666666,1.40125,48.09916666666667,94.08208333333333,5020.140833333334,2.1045833333333333,4.525833333333334
2024-09-20,3.0,27.87,36.55,0.0,69.92,18.78,6622.31,3.87,11.53
